"","ResponseId","m","Sum","gender","country","education","household_size","Duration.wave2","age","income.wave2","Minutes.wave2","Minutes","climate_concern","concern.scaled","percent","type","choice","A","B","priceA","priceB","energyA","energyB","trade.price","trade.energy","price.level","energy.level"
"1","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"2","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"4","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"5","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"6","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"7","R_06dMV3ns8Oso0fv",229320605949036,4,"male","Germany","obligatory school",1,698,49,"<1'500€
<3'100CHF",11,"okay",4,-0.804187192118227,0.571428571428571,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"8","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"9","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"10","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"11","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"12","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"13","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"14","R_0GLAzLpKzb2dj0t",229410206607464,3,"male","Switzerland","obligatory school",1,809,32,"2'500- 4'000€
<4'300- 5'899CHF",13,"okay",5.25,0.445812807881773,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"15","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"16","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"17","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"18","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"19","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"20","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"21","R_0wTi4jmliqouWu5",229937963021321,3,"male","Switzerland","obligatory school",1,1760,58,"<1'500- 2'499€
3'100-4'299CHF",29,"okay",4,-0.804187192118227,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"22","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"23","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"24","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"25","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"26","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"27","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"28","R_10pBdcRCpngqXjW",229409893581988,5,"female","Germany","middle school",2,1572,66,"<1'500- 2'499€
3'100-4'299CHF",26,"okay",5.75,0.945812807881773,0.714285714285714,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"29","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"30","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"31","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"32","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"33","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"34","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"35","R_10r8rAWRBrcfRNn",229242295831746,0,"male","Germany","middle school",2,1450,67,"2'500- 4'000€
<4'300- 5'899CHF",24,"okay",4,-0.804187192118227,0,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
