"","ResponseId.wave1","m","behavior","estimate","gender","age","income.wave1","country","education","actual","estimation.bias","estimation.bias.log","absolute.error","absolute.error.log","actual.log","estimate.log","climate_concern","concern.scaled"
"1","R_01khgozVq3awK6l",229255657984114,"dishwasher",50,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",74,0.675675675675676,-0.170261715394957,0.675675675675676,0.170261715394957,1.86923171973098,1.69897000433602,6,1.2375
"2","R_01khgozVq3awK6l",229255657984114,"dryer",350,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",1088,0.321691176470588,-0.492560851011885,0.321691176470588,0.492560851011885,3.03662889536216,2.54406804435028,6,1.2375
"3","R_01khgozVq3awK6l",229255657984114,"fridge_eff",600,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",52,11.5384615384615,1.06214790674884,11.5384615384615,1.06214790674884,1.7160033436348,2.77815125038364,6,1.2375
"4","R_01khgozVq3awK6l",229255657984114,"hairdryer",15,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",128,0.1171875,-0.931118710592187,0.1171875,0.931118710592187,2.10720996964787,1.17609125905568,6,1.2375
"5","R_01khgozVq3awK6l",229255657984114,"heating",190,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",1141,0.166520595968449,-0.778532043465386,0.166520595968449,0.778532043465386,3.05728564441821,2.27875360095283,6,1.2375
"6","R_01khgozVq3awK6l",229255657984114,"light_eff",8,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",358,0.0223463687150838,-1.65079303965193,0.0223463687150838,1.65079303965193,2.55388302664387,0.903089986991944,6,1.2375
"7","R_01khgozVq3awK6l",229255657984114,"shower",270,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",1186,0.227655986509275,-0.642720924869256,0.227655986509275,0.642720924869256,3.07408468902824,2.43136376415899,6,1.2375
"8","R_01khgozVq3awK6l",229255657984114,"washing",30,"male",51,"> 4'000€
>5'900 CHF","Germany","degree",127,0.236220472440945,-0.626682466236294,0.236220472440945,0.626682466236294,2.10380372095596,1.47712125471966,6,1.2375
"9","R_0Ccj6UbDeEIHB29",229320605935722,"dishwasher",150,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",74,2.02702702702703,0.306859539324705,2.02702702702703,0.306859539324705,1.86923171973098,2.17609125905568,3.75,-1.0125
"10","R_0Ccj6UbDeEIHB29",229320605935722,"dryer",500,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",1088,0.459558823529412,-0.337658891026142,0.459558823529412,0.337658891026142,3.03662889536216,2.69897000433602,3.75,-1.0125
"11","R_0Ccj6UbDeEIHB29",229320605935722,"fridge_eff",300,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",52,5.76923076923077,0.761117911084863,5.76923076923077,0.761117911084863,1.7160033436348,2.47712125471966,3.75,-1.0125
"12","R_0Ccj6UbDeEIHB29",229320605935722,"hairdryer",100,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",128,0.78125,-0.107209969647868,0.78125,0.107209969647868,2.10720996964787,2,3.75,-1.0125
"13","R_0Ccj6UbDeEIHB29",229320605935722,"heating",600,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",1141,0.525854513584575,-0.279134394034571,0.525854513584575,0.279134394034571,3.05728564441821,2.77815125038364,3.75,-1.0125
"14","R_0Ccj6UbDeEIHB29",229320605935722,"light_eff",100,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",358,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2.55388302664387,2,3.75,-1.0125
"15","R_0Ccj6UbDeEIHB29",229320605935722,"shower",150,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",1186,0.126475548060708,-0.897993429972563,0.126475548060708,0.897993429972563,3.07408468902824,2.17609125905568,3.75,-1.0125
"16","R_0Ccj6UbDeEIHB29",229320605935722,"washing",300,"male",49,"> 4'000€
>5'900 CHF","Germany","degree",127,2.36220472440945,0.373317533763706,2.36220472440945,0.373317533763706,2.10380372095596,2.47712125471966,3.75,-1.0125
"17","R_0dg1Hw00DVaqtzz",229678093154327,"dishwasher",40,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",74,0.540540540540541,-0.267171728403014,0.540540540540541,0.267171728403014,1.86923171973098,1.60205999132796,5.25,0.4875
"18","R_0dg1Hw00DVaqtzz",229678093154327,"dryer",1000,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",1088,0.919117647058823,-0.0366288953621611,0.919117647058823,0.0366288953621611,3.03662889536216,3,5.25,0.4875
"19","R_0dg1Hw00DVaqtzz",229678093154327,"fridge_eff",50,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",52,0.961538461538462,-0.0170333392987803,0.961538461538462,0.0170333392987803,1.7160033436348,1.69897000433602,5.25,0.4875
"20","R_0dg1Hw00DVaqtzz",229678093154327,"hairdryer",80,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",128,0.625,-0.204119982655925,0.625,0.204119982655925,2.10720996964787,1.90308998699194,5.25,0.4875
"21","R_0dg1Hw00DVaqtzz",229678093154327,"heating",3000,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",1141,2.62927256792287,0.419835610301448,2.62927256792287,0.419835610301448,3.05728564441821,3.47712125471966,5.25,0.4875
"22","R_0dg1Hw00DVaqtzz",229678093154327,"light_eff",350,"male",41,"2'500- 4'000€
<4'300- 5'899CHF","Switzerland","degree",358,0.977653631284916,-0.00981498229359872,0.977653631284916,0.00981498229359872,2.55388302664387,2.54406804435028,5.25,0.4875
